source,target,relation_detail,weight,source_name,source_bio,target_name,target_bio
50,11,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Albus Dumbledore,Headmaster of Hogwards killed by Snape.
50,33,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Lucius Malfoy,Father of Draco and influential Death-Eater.
50,39,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Harry Potter,The boy who lived. Main character of the series.
21,50,family,4,Hermione Granger,One of Harry's best friend and marries Ron Weasley.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,51,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,50,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,52,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,50,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,53,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
53,50,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,54,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
54,50,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,54,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
54,50,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,55,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
55,50,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
50,57,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
57,50,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
51,39,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Harry Potter,The boy who lived. Main character of the series.
51,45,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Lord Voldemort,The antagonist of the series who murdered many.
51,21,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
21,51,family,4,Hermione Granger,One of Harry's best friend and marries Ron Weasley.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
50,51,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,50,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
51,52,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,51,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,53,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
53,51,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,54,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
54,51,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,54,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
54,51,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,55,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
55,51,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
51,57,family,4,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. ,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
57,51,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
52,21,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
52,39,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Harry Potter,The boy who lived. Main character of the series.
21,52,family,4,Hermione Granger,One of Harry's best friend and marries Ron Weasley.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
50,52,family,4,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,50,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
52,53,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
53,52,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,54,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
54,52,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,54,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
52,45,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Lord Voldemort,The antagonist of the series who murdered many.
54,52,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,55,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
55,52,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
52,57,family,4,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
57,52,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
53,21,friendship,2,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
53,31,friendship,2,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Remus Lupin,Friend of James Potter and werewolf. He married Nymphadora.
53,38,enmity,3,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Peter Pettigrew,Betrays James and Lily Potter. Follower of Voldemort.
53,39,friendship,2,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Harry Potter,The boy who lived. Main character of the series.
53,45,enmity,3,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Lord Voldemort,The antagonist of the series who murdered many.
53,47,friendship,2,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Severus Snape,Head of the Slytherin house and saved Harry in many occasions.
53,50,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
53,51,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
53,52,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
53,54,friendship,2,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
53,55,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
53,56,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
53,57,family,4,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
53,58,friendship,2,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes,Ron Weasley,Harry's best friend. Marries Hermione.
54,21,friendship,2,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
54,31,friendship,2,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Remus Lupin,Friend of James Potter and werewolf. He married Nymphadora.
54,38,enmity,3,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Peter Pettigrew,Betrays James and Lily Potter. Follower of Voldemort.
54,39,friendship,2,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Harry Potter,The boy who lived. Main character of the series.
54,45,enmity,3,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Lord Voldemort,The antagonist of the series who murdered many.
54,47,friendship,2,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Severus Snape,Head of the Slytherin house and saved Harry in many occasions.
54,50,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
54,51,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
54,52,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
54,53,friendship,2,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
54,55,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
54,56,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
54,57,family,4,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
54,58,friendship,2,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes,Ron Weasley,Harry's best friend. Marries Hermione.
55,21,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
55,31,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Remus Lupin,Friend of James Potter and werewolf. He married Nymphadora.
55,38,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Peter Pettigrew,Betrays James and Lily Potter. Follower of Voldemort.
55,39,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Harry Potter,The boy who lived. Main character of the series.
55,45,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Lord Voldemort,The antagonist of the series who murdered many.
55,47,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Severus Snape,Head of the Slytherin house and saved Harry in many occasions.
55,50,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
55,51,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
55,52,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
55,54,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
55,53,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
55,56,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
55,57,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
55,57,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
55,58,family,4,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.,Ron Weasley,Harry's best friend. Marries Hermione.
56,1,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Sirius Black,Best friend of James Potter and godfather of Harry.
56,11,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Albus Dumbledore,Headmaster of Hogwards killed by Snape.
56,21,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
56,33,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Lucius Malfoy,Father of Draco and influential Death-Eater.
56,39,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Harry Potter,The boy who lived. Main character of the series.
56,45,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Lord Voldemort,The antagonist of the series who murdered many.
56,50,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
56,51,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
56,52,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
56,53,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
56,54,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
56,55,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
56,57,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
56,58,family,4,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.,Ron Weasley,Harry's best friend. Marries Hermione.
57,50,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
57,51,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
57,52,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
57,53,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
57,54,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
57,55,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
57,56,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
57,58,family,4,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.,Ron Weasley,Harry's best friend. Marries Hermione.
58,1,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Sirius Black,Best friend of James Potter and godfather of Harry.
58,8,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Fleur Delacour,Participated in the Triwizard tournament and married Bill Weasley.
58,11,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Albus Dumbledore,Headmaster of Hogwards killed by Snape.
58,15,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Argus Filch,Squib caretake of Hogwards.
58,16,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Seamus Finnigan,Harry's friend and member of Dumbledore's army.
58,20,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Gregory Goyle,Best friend of Crabbe. Slytherin student and dies by falling into Fiendfyre.
58,21,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
58,22,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Rubeus Hagrid,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
58,25,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Bellatrix Lestrange,Death Eater who was killed by Molly Weasley.
58,28,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Neville Longbottom,Gryffindor student who was a member of Dumbledore's army.
58,29,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Luna Lovegood,Ravenclaw student who was a member of Dumbledore's army.
58,31,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Remus Lupin,Friend of James Potter and werewolf. He married Nymphadora.
58,32,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Draco Malfoy,Slytherin student who had many arguments with Harry.
58,33,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Lucius Malfoy,Father of Draco and influential Death-Eater.
58,36,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Minerva McGonagall,Professor of Transfiguration and head of Gryffindor.
58,37,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,"Alastor ""Mad-Eye"" Moody",Retired auror and member of the order of the Phoenix. Killed by Voldemort.
58,38,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Peter Pettigrew,Betrays James and Lily Potter. Follower of Voldemort.
58,39,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Harry Potter,The boy who lived. Main character of the series.
58,45,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Lord Voldemort,The antagonist of the series who murdered many.
58,47,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Severus Snape,Head of the Slytherin house and saved Harry in many occasions.
58,49,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Dolores Janes Umbridge,Senior undersecretary to the Ministry of Magic. Eventually sent to Azkaban.
58,50,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Arthur Weasley,Father of the Weasleys and member of the Order of the Phoenix.
58,51,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Bill Weasley,Oldest son of Arthur and Molly. Husband of Fleur. 
58,52,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Charlie Weasley,Second son of Arthur and Molly. Works with dragons in Romania.
58,53,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Fred Weasley,Identical twin with George and co-owner of Weasleys' Wizard Wheezes
58,54,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,George Weasley,Identical twin with Fred and co-owner of Weasleys' Wizard Wheezes
58,55,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Ginny Weasley,Marries Harry Potter and only daughter of Molly and Arthur.
58,56,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Molly Weasley,Wife of Arthur and mother of the Weasleys. Kills Bellatrix.
58,57,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Percy Weasley,Third son of Arthur and Molly. He is a Gryffindor prefect.
58,59,friendship,2,Ron Weasley,Harry's best friend. Marries Hermione.,Dobby,House elf and friend of Harry. He is killed by Bellatrix.
58,60,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Fluffy,Three-headed dog belonging to Rubeus Hagrid.
58,63,enmity,3,Ron Weasley,Harry's best friend. Marries Hermione.,Aragog,Acromantula belonging to Rubeus Hagrid.
58,64,family,4,Ron Weasley,Harry's best friend. Marries Hermione.,Grawp,Giant-half brother of Hagrid.
59,21,friendship,2,Dobby,House elf and friend of Harry. He is killed by Bellatrix.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
59,25,enmity,3,Dobby,House elf and friend of Harry. He is killed by Bellatrix.,Bellatrix Lestrange,Death Eater who was killed by Molly Weasley.
59,32,enmity,3,Dobby,House elf and friend of Harry. He is killed by Bellatrix.,Draco Malfoy,Slytherin student who had many arguments with Harry.
59,33,family,4,Dobby,House elf and friend of Harry. He is killed by Bellatrix.,Lucius Malfoy,Father of Draco and influential Death-Eater.
59,39,friendship,2,Dobby,House elf and friend of Harry. He is killed by Bellatrix.,Harry Potter,The boy who lived. Main character of the series.
59,58,friendship,2,Dobby,House elf and friend of Harry. He is killed by Bellatrix.,Ron Weasley,Harry's best friend. Marries Hermione.
60,21,enmity,3,Fluffy,Three-headed dog belonging to Rubeus Hagrid.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
60,22,friendship,2,Fluffy,Three-headed dog belonging to Rubeus Hagrid.,Rubeus Hagrid,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
60,39,enmity,3,Fluffy,Three-headed dog belonging to Rubeus Hagrid.,Harry Potter,The boy who lived. Main character of the series.
60,58,enmity,3,Fluffy,Three-headed dog belonging to Rubeus Hagrid.,Ron Weasley,Harry's best friend. Marries Hermione.
61,39,friendship,2,Hedwig,Harry's owl.,Harry Potter,The boy who lived. Main character of the series.
62,39,friendship,2,Moaning Myrtle,Ghost at Hogwards.,Harry Potter,The boy who lived. Main character of the series.
63,21,enmity,3,Aragog,Acromantula belonging to Rubeus Hagrid.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
63,22,friendship,2,Aragog,Acromantula belonging to Rubeus Hagrid.,Rubeus Hagrid,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
63,39,enmity,3,Aragog,Acromantula belonging to Rubeus Hagrid.,Harry Potter,The boy who lived. Main character of the series.
63,58,enmity,3,Aragog,Acromantula belonging to Rubeus Hagrid.,Ron Weasley,Harry's best friend. Marries Hermione.
64,21,family,4,Grawp,Giant-half brother of Hagrid.,Hermione Granger,One of Harry's best friend and marries Ron Weasley.
64,22,family,4,Grawp,Giant-half brother of Hagrid.,Rubeus Hagrid,Half-giant who loves Harry. He was the keeper of Keys and Grounds at Hogwards.
64,39,family,4,Grawp,Giant-half brother of Hagrid.,Harry Potter,The boy who lived. Main character of the series.
63,58,friendship,2,Aragog,Acromantula belonging to Rubeus Hagrid.,Ron Weasley,Harry's best friend. Marries Hermione.
